age,tenure_months,monthly_spend,support_tickets,late_payments,contract_type,has_autopay,uses_mobile_app,satisfaction_score,churn
34,68,44.52,0,1,month-to-month,1,1,6.0,0
50,21,43.02,0,0,month-to-month,1,0,7.1,0
37,71,65.81,1,0,one-year,1,1,8.2,0
46,46,68.81,0,1,two-year,0,1,8.6,0
28,6,24.16,2,2,one-year,0,1,8.2,0
60,68,61.03,1,0,one-year,0,0,6.9,0
36,10,65.31,2,0,month-to-month,1,1,8.5,1
21,43,60.27,0,1,one-year,0,1,9.4,0
61,57,47.11,3,0,month-to-month,1,1,8.7,0
70,18,53.13,1,0,one-year,1,0,7.0,0
18,20,61.11,2,1,two-year,1,1,5.6,0
43,35,67.0,0,0,month-to-month,1,0,5.6,0
65,64,78.31,1,0,two-year,1,1,5.9,0
58,17,88.78,1,1,one-year,0,1,7.6,0
67,48,58.52,1,2,month-to-month,1,1,8.0,1
42,33,54.96,0,1,two-year,1,1,4.6,0
39,9,74.63,1,1,month-to-month,0,1,6.2,0
59,52,78.44,0,1,month-to-month,0,0,7.5,1
26,60,55.45,1,1,month-to-month,1,1,5.5,0
31,42,82.39,0,0,one-year,0,0,7.9,0
52,13,86.55,0,1,month-to-month,1,1,6.5,0
56,12,93.42,0,0,two-year,1,1,5.8,0
24,31,104.12,2,0,month-to-month,0,1,7.2,0
47,37,45.94,3,0,month-to-month,1,1,7.8,0
39,40,65.31,0,0,one-year,1,1,5.6,0
47,18,65.25,2,1,month-to-month,1,0,6.7,0
73,37,62.84,1,0,one-year,1,0,7.9,1
22,22,50.72,2,2,month-to-month,1,0,5.7,1
75,50,32.32,1,1,two-year,0,0,4.1,1
44,58,67.04,1,0,one-year,1,1,4.3,0
62,47,48.1,3,0,month-to-month,0,1,6.3,1
42,1,66.89,1,1,month-to-month,1,1,4.7,1
36,72,47.53,0,0,month-to-month,0,0,6.5,0
62,2,40.81,0,1,two-year,1,1,10.0,0
57,72,70.15,1,0,one-year,1,1,4.6,0
26,3,68.32,1,1,month-to-month,1,0,6.6,1
58,38,77.74,0,0,month-to-month,1,1,10.0,0
61,8,113.09,3,0,two-year,0,0,7.8,1
40,7,71.1,1,1,month-to-month,0,1,6.4,0
71,50,75.67,1,0,one-year,0,0,6.8,0
55,53,41.29,1,0,one-year,1,0,7.9,0
37,9,36.69,0,0,month-to-month,1,1,10.0,0
18,71,99.82,1,1,month-to-month,0,1,6.1,0
57,24,44.68,1,0,month-to-month,0,1,5.7,1
30,23,42.03,0,0,month-to-month,0,1,4.6,0
61,22,64.14,1,0,two-year,0,1,7.3,0
48,34,63.02,1,0,one-year,1,1,4.6,0
45,13,45.14,1,2,one-year,0,1,6.3,0
27,31,58.29,3,0,month-to-month,1,1,5.5,1
59,16,92.05,0,0,month-to-month,1,1,9.0,0
27,4,47.27,1,0,one-year,0,0,6.2,0
42,27,34.34,0,0,month-to-month,1,1,7.8,0
66,49,85.74,1,0,month-to-month,1,1,4.2,0
71,55,75.83,0,2,month-to-month,1,1,7.3,1
75,26,51.35,0,1,one-year,1,1,4.9,0
73,24,30.19,1,0,one-year,0,0,6.3,0
50,57,48.62,1,1,month-to-month,0,1,10.0,0
29,50,63.8,0,0,two-year,1,0,8.8,0
66,60,90.64,1,1,month-to-month,0,1,6.9,0
64,66,42.2,2,1,month-to-month,0,0,10.0,0
75,60,63.14,2,1,month-to-month,0,1,5.5,0
55,68,79.85,2,0,one-year,1,0,9.2,0
26,30,15.0,2,0,month-to-month,1,1,4.3,1
47,29,87.74,0,1,month-to-month,1,1,6.7,1
43,24,38.99,2,1,month-to-month,1,0,4.7,0
66,17,72.3,2,0,one-year,0,1,7.6,0
40,54,70.43,0,0,one-year,1,1,7.2,0
37,52,88.86,1,0,month-to-month,1,1,6.5,0
22,58,77.12,0,1,two-year,0,1,9.1,0
66,13,15.0,1,1,month-to-month,1,1,6.1,0
61,36,47.73,0,0,month-to-month,1,1,7.7,0
20,16,68.04,1,0,one-year,0,1,8.6,0
43,65,60.71,5,1,one-year,0,1,4.4,1
45,20,75.51,1,0,month-to-month,1,1,5.8,1
45,11,82.37,2,1,one-year,0,0,7.2,0
71,42,78.39,0,0,month-to-month,0,1,8.2,0
26,64,60.29,2,0,one-year,0,0,9.7,0
35,66,24.38,0,0,one-year,1,1,6.7,0
28,7,54.98,3,3,two-year,0,1,6.5,0
32,24,74.16,0,0,month-to-month,0,0,5.5,0
70,12,41.01,0,1,one-year,1,0,7.7,0
72,23,78.89,2,0,one-year,0,0,6.6,0
20,39,84.98,1,0,month-to-month,0,0,6.6,0
54,21,67.79,1,0,month-to-month,1,0,6.9,1
31,5,15.0,2,2,two-year,0,0,8.1,0
29,37,36.88,2,0,month-to-month,1,0,6.1,1
34,4,106.5,0,1,one-year,0,0,5.7,1
29,17,52.98,1,2,month-to-month,0,1,7.9,0
46,1,21.35,2,0,one-year,1,1,1.7,0
75,7,92.18,2,0,month-to-month,1,1,6.0,1
52,32,65.29,1,0,two-year,1,1,5.0,0
59,62,89.31,2,0,one-year,0,0,9.3,1
46,56,71.09,1,0,month-to-month,1,1,6.3,1
18,8,75.09,2,0,one-year,0,1,6.1,0
22,3,72.99,1,0,one-year,1,0,7.0,0
33,25,80.34,0,0,month-to-month,1,1,6.0,1
32,47,115.1,0,1,month-to-month,0,0,6.4,1
66,54,86.36,0,1,one-year,1,1,7.3,0
66,60,30.23,2,0,one-year,1,1,6.3,0
67,25,74.83,1,0,month-to-month,1,1,6.3,0
54,13,90.11,1,1,two-year,1,1,5.3,0
50,2,91.46,1,0,month-to-month,1,1,5.0,1
55,11,55.61,1,0,month-to-month,1,1,7.2,0
41,5,90.63,2,1,one-year,0,1,7.7,0
56,62,85.41,0,0,month-to-month,1,1,4.5,0
64,20,121.6,2,1,month-to-month,1,0,8.5,1
62,60,48.5,0,0,month-to-month,1,1,8.5,0
53,40,53.84,0,1,month-to-month,1,1,8.9,0
21,39,58.27,2,0,month-to-month,0,1,7.6,0
60,33,54.22,2,0,one-year,1,0,8.2,0
39,59,45.42,0,0,month-to-month,1,0,10.0,0
61,4,15.0,0,1,one-year,0,0,6.6,0
49,7,55.44,1,0,one-year,0,0,5.2,0
69,31,73.13,1,0,month-to-month,0,1,4.3,0
37,29,54.15,2,1,month-to-month,0,0,10.0,0
72,40,107.58,1,0,one-year,0,1,10.0,0
66,54,65.29,1,1,month-to-month,0,0,5.4,1
37,43,93.4,1,1,month-to-month,0,1,5.8,0
45,19,70.75,2,0,one-year,1,1,6.5,0
48,24,83.18,2,1,one-year,0,0,9.3,1
62,55,71.14,1,0,one-year,0,0,4.8,0
57,15,95.11,1,0,month-to-month,0,0,3.6,1
67,37,66.23,0,1,month-to-month,1,1,10.0,0
39,39,75.91,1,0,month-to-month,0,1,7.7,0
47,55,73.06,2,0,one-year,1,1,7.9,0
42,52,58.66,3,0,month-to-month,0,1,6.7,1
70,34,73.91,0,0,month-to-month,1,1,7.9,0
35,23,114.16,0,0,month-to-month,0,1,4.4,1
52,27,59.05,4,1,one-year,0,0,5.6,0
24,30,74.23,1,2,one-year,1,1,7.3,0
67,16,92.67,0,0,month-to-month,1,0,3.0,1
40,46,90.09,1,0,month-to-month,1,0,6.6,0
37,16,65.26,2,0,month-to-month,0,1,6.4,1
51,47,15.0,3,0,month-to-month,0,1,6.6,0
46,55,76.37,1,2,month-to-month,0,1,6.1,1
67,70,16.17,0,0,month-to-month,1,1,5.3,0
48,9,97.34,2,1,one-year,0,0,3.8,1
47,55,68.73,0,1,one-year,0,1,7.4,0
24,7,86.99,2,1,two-year,1,1,6.6,0
19,25,45.15,3,0,two-year,1,0,4.6,1
41,13,30.84,1,0,month-to-month,1,0,7.2,1
75,12,70.74,1,1,month-to-month,1,0,6.6,0
71,13,64.26,1,0,month-to-month,1,1,6.3,0
54,4,54.19,1,0,one-year,1,0,3.2,1
54,60,66.86,3,0,month-to-month,1,1,8.3,1
40,5,125.88,3,1,month-to-month,1,1,4.9,1
28,29,83.36,0,0,month-to-month,1,0,7.2,0
18,51,88.09,1,1,month-to-month,0,0,5.6,1
37,72,83.57,1,0,one-year,1,1,6.4,0
36,62,97.55,0,1,one-year,1,1,9.2,0
29,10,60.82,1,0,month-to-month,0,1,8.1,1
33,72,19.8,1,1,two-year,1,0,9.1,0
19,48,60.85,0,0,month-to-month,1,0,7.7,0
53,13,82.86,0,2,month-to-month,1,1,7.8,1
71,33,43.66,1,0,month-to-month,1,1,3.9,0
58,67,61.12,0,0,one-year,0,0,6.5,0
43,29,49.78,0,0,one-year,1,0,6.7,0
42,14,98.04,1,2,month-to-month,1,1,9.3,1
35,64,81.49,0,0,two-year,1,1,6.2,0
26,69,79.33,2,0,month-to-month,0,0,7.6,1
52,71,78.68,1,0,month-to-month,1,1,7.5,0
50,69,64.18,1,1,one-year,1,1,9.2,0
18,63,69.35,1,0,two-year,1,1,6.9,0
42,33,38.93,3,0,one-year,0,1,8.6,0
34,14,16.9,1,1,two-year,0,0,4.0,0
27,45,68.3,1,0,month-to-month,0,1,4.2,1
58,16,72.13,1,0,one-year,1,1,3.0,1
48,35,91.6,1,0,one-year,1,1,8.5,0
54,48,99.57,0,0,month-to-month,0,0,8.3,0
59,69,99.54,2,0,month-to-month,1,1,8.7,1
74,21,43.04,1,0,two-year,0,1,5.9,1
64,19,57.25,0,0,month-to-month,1,1,6.1,0
53,53,75.57,1,1,month-to-month,1,1,6.9,1
